collection_id,name,number_movies_before_2020,avg_popularity_before_2020,insertion_datetime
123800,Before... Collection,3,27.356,2024-04-07 14:12:17.081514
257960,The Raid Collection,2,37.1075,2024-04-07 14:12:17.081514
134897,The Smurfs (Theatrical) Collection,2,42.7465,2024-04-07 14:12:17.081514
357173,Sinister Collection,2,34.571,2024-04-07 14:12:17.081514
86092,Step Up Collection,5,34.1968,2024-04-07 14:12:17.081514
331841,Babysitting Collection,2,16.549500000000002,2024-04-07 14:12:17.081514
210006,Machete Collection,2,24.9265,2024-04-07 14:12:17.081514
482693,I Can Quit Whenever I Want Collection,3,8.148666666666667,2024-04-07 14:12:17.081514
23616,Naruto Collection,11,37.828818181818185,2024-04-07 14:12:17.081514
251937,A Haunted House Collection,2,51.833,2024-04-07 14:12:17.081514
328247,Magic Mike Collection,2,26.845,2024-04-07 14:12:17.081514
344555,Suck Me Shakespeer Collection,3,19.706,2024-04-07 14:12:17.081514
270252,Planes Collection,2,29.5435,2024-04-07 14:12:17.081514
167613,Alvin and the Chipmunks Collection,4,46.3515,2024-04-07 14:12:17.081514
989621,Jackass Presents: Bad Grandpa Collection,2,17.373,2024-04-07 14:12:17.081514
328372,Mall Cop Collection,2,29.7025,2024-04-07 14:12:17.081514
41437,Paranormal Activity Collection,6,26.7705,2024-04-07 14:12:17.081514
1099297,Left Behind (Reboot) Collection,2,25.8935,2024-04-07 14:12:17.081514
535748,Wave / Quake Collection,2,35.012,2024-04-07 14:12:17.081514
219691,I Spit on Your Grave Collection,3,41.20366666666666,2024-04-07 14:12:17.081514
304025,Gwendolyn Shepherd Collection,3,19.623666666666665,2024-04-07 14:12:17.081514
74508,[REC] Collection,4,24.07325,2024-04-07 14:12:17.081514
256287,Justice League (Animated) Collection,3,28.24733333333333,2024-04-07 14:12:17.081514
315560,The Woman in Black Collection,2,24.0245,2024-04-07 14:12:17.081514
454520,Space Pirate Captain Harlock Collection,3,14.311666666666667,2024-04-07 14:12:17.081514
315595,Tinker Bell Collection,8,58.397625000000005,2024-04-07 14:12:17.081514
506363,The Gallows Collection,2,13.384,2024-04-07 14:12:17.081514
313576,Hot Tub Time Machine Collection,2,23.3435,2024-04-07 14:12:17.081514
256377,The Muppets Collection,2,26.251,2024-04-07 14:12:17.081514
456778,Max Collection,2,25.5165,2024-04-07 14:12:17.081514
96671,The Human Centipede Collection,3,42.802666666666674,2024-04-07 14:12:17.081514
306937,Best Exotic Marigold Hotel Collection,2,15.610500000000002,2024-04-07 14:12:17.081514
926517,Barbecue Collection,1,7.427,2024-04-07 14:12:17.081514
592744,Benvenuto Presidente - Collezione,2,7.7975,2024-04-07 14:12:17.081514
239766,Spanish Apartment Trilogy,3,13.633,2024-04-07 14:12:17.081514
109079,Saint Seiya Collection,6,39.41033333333333,2024-04-07 14:12:17.081514
388180,Spanish Affair Collection,2,14.933,2024-04-07 14:12:17.081514
286038,Dead Snow Collection,2,18.5755,2024-04-07 14:12:17.081514
268098,Wolf Creek Collection,2,16.569,2024-04-07 14:12:17.081514
207632,The ABCs of Death Collection,3,12.100666666666667,2024-04-07 14:12:17.081514
239430,Think Like a Man Collection,2,20.25,2024-04-07 14:12:17.081514
177675,The Last Exorcism Collection,2,21.7365,2024-04-07 14:12:17.081514
358930,Contracted Collection,2,13.8425,2024-04-07 14:12:17.081514
576490,Minuscule Collection,2,22.518,2024-04-07 14:12:17.081514
288491,Dolphin Tale Collection,2,17.915,2024-04-07 14:12:17.081514
269098,Police Story Collection,7,24.65642857142857,2024-04-07 14:12:17.081514
1083331,Antigang - Saga,1,17.677,2024-04-07 14:12:17.081514
446782,The Disappearance Of Eleanor Rigby Collection,3,10.203333333333331,2024-04-07 14:12:17.081514
44976,Dhoom Collection,3,16.38533333333333,2024-04-07 14:12:17.081514
243598,The Best Man Collection,2,11.821,2024-04-07 14:12:17.081514
251970,The Protector Collection,2,37.9415,2024-04-07 14:12:17.081514
343297,My Little Pony: Equestria Girls Collection,9,11.650888888888888,2024-04-07 14:12:17.081514
683139,Mojin Collection,3,21.91633333333333,2024-04-07 14:12:17.081514
483535,Huevos - Collection,3,19.864666666666665,2024-04-07 14:12:17.081514
591122,The Pirates Collection,1,19.382,2024-04-07 14:12:17.081514
528179,Iceman Collection,2,10.9915,2024-04-07 14:12:17.081514
2248,Torrente Collection,5,14.0084,2024-04-07 14:12:17.081514
196753,Ghost in the Shell: Arise Collection,5,16.1452,2024-04-07 14:12:17.081514
1089303,Veteran Collection,1,13.238,2024-04-07 14:12:17.081514
571270,Hunter x Hunter Collection,2,23.6905,2024-04-07 14:12:17.081514
212166,Puella Magi Madoka Magica: The Movie,3,18.721,2024-04-07 14:12:17.081514
426761,Hentai Kamen Collection,2,14.1665,2024-04-07 14:12:17.081514
805909,The Paul Dédalus Collection,3,7.632666666666665,2024-04-07 14:12:17.081514
808632,Wong Fei-Hung Collection,4,14.7825,2024-04-07 14:12:17.081514
661028,Pokémon: Best Wishes! Collection,4,24.45025,2024-04-07 14:12:17.081514
282971,Aashiqui Collection,2,8.982,2024-04-07 14:12:17.081514
1021287,Villain Collection,1,13.077,2024-04-07 14:12:17.081514
341455,Tanu Weds Manu Collection,2,6.8515,2024-04-07 14:12:17.081514
829687,Go Goa Gone Collection,1,8.947,2024-04-07 14:12:17.081514
243811,Paradise Trilogy,3,11.512,2024-04-07 14:12:17.081514
600141,So Young Collection,2,10.954,2024-04-07 14:12:17.081514
584364,Finding Mr. Right Collection,2,8.3865,2024-04-07 14:12:17.081514
259085,Ironclad Collection,2,10.724,2024-04-07 14:12:17.081514
633664,The Divine Move Collection,2,12.616,2024-04-07 14:12:17.081514
115708,Winx Club Collection,3,14.726,2024-04-07 14:12:17.081514
654203,Vishwaroopam Collection,2,5.9245,2024-04-07 14:12:17.081514
661199,Kartoffelsalat Filmreihe,1,4.485,2024-04-07 14:12:17.081514
448758,Børning Collection,2,17.115499999999997,2024-04-07 14:12:17.081514
337957,ABCD Collection,2,7.5605,2024-04-07 14:12:17.081514
166381,Atlas Shrugged Collection,3,11.136333333333337,2024-04-07 14:12:17.081514
589061,Queen of Spades Collection,2,8.0755,2024-04-07 14:12:17.081514
931869,14+ (Коллекция),1,8.174,2024-04-07 14:12:17.081514
948531,Once I Was ... Collection,1,5.967,2024-04-07 14:12:17.081514
347469,Antboy Collection,3,15.36,2024-04-07 14:12:17.081514
1246435,Ju-on (Reboot) Collection,2,10.1575,2024-04-07 14:12:17.081514
1161210,Cine Holliúdy: Coleção,2,2.386,2024-04-07 14:12:17.081514
690477,Velaiyilai Pattathari Collection,2,5.026,2024-04-07 14:12:17.081514
212123,Tiny Times Collection,4,5.06475,2024-04-07 14:12:17.081514
1114673,Soodhu Kavvum Collection,1,9.946,2024-04-07 14:12:17.081514
252338,The Four Collection,3,12.115666666666664,2024-04-07 14:12:17.081514
473845,Midnight Diner Collection,2,6.7905,2024-04-07 14:12:17.081514
669105,Призрак (Серия),1,4.573,2024-04-07 14:12:17.081514
980665,Heropanti Collection,1,5.863,2024-04-07 14:12:17.081514
297501,I'm A Zombie Collection,2,7.758,2024-04-07 14:12:17.081514
352020,Soulless,2,5.483499999999999,2024-04-07 14:12:17.081514
333000,Santa's Apprentice Collection,2,7.4015,2024-04-07 14:12:17.081514
474015,Mandıra Filozofu Series,2,2.4665,2024-04-07 14:12:17.081514
315054,Dark World Collection,2,7.9665,2024-04-07 14:12:17.081514
419784,Masti Collection,3,5.207999999999999,2024-04-07 14:12:17.081514
629064,Sons of Rizk collection,2,5.7010000000000005,2024-04-07 14:12:17.081514
923369,Pisaasu Collection,1,3.81,2024-04-07 14:12:17.081514
673576,¡Asu Mare! Collection,3,4.168333333333334,2024-04-07 14:12:17.081514
738438,Shootout Collection,2,3.3915,2024-04-07 14:12:17.081514
215456,Rabbit Without Ears Collection,3,8.715,2024-04-07 14:12:17.081514
736466,Nice Sister-In-Law Series,6,10.689333333333332,2024-04-07 14:12:17.081514
333154,The Anderssons Collection,3,6.036666666666666,2024-04-07 14:12:17.081514
818622,Four Sisters and a Wedding Collection,1,9.834,2024-04-07 14:12:17.081514
326369,Trick Collection,7,3.699571428571428,2024-04-07 14:12:17.081514
474005,Under Construction Series,2,2.5765,2024-04-07 14:12:17.081514
251383,The Gamers Collection,8,1.683125,2024-04-07 14:12:17.081514
557690,Essex Boys,5,3.3042,2024-04-07 14:12:17.081514
1001242,Yaariyan Collection,1,4.178,2024-04-07 14:12:17.081514
160598,Brigada Z Collection,10,2.0748,2024-04-07 14:12:17.081514
527941,One More Chance Collection,2,7.412,2024-04-07 14:12:17.081514
372070,The Watchers,4,3.23125,2024-04-07 14:12:17.081514
399925,V8 Collection,2,4.288,2024-04-07 14:12:17.081514
935280,Pizza Collection,2,4.7875,2024-04-07 14:12:17.081514
840687,Upendra Collection,2,2.8665,2024-04-07 14:12:17.081514
1154847,Hawa Bodol Collection,1,1.378,2024-04-07 14:12:17.081514
401079,Lan Kwai Fong Collection,3,25.23033333333333,2024-04-07 14:12:17.081514
521291,Ah Boys to Men Collection,4,2.2315,2024-04-07 14:12:17.081514
501769,Doktor Proktor Filmreihe,2,5.549,2024-04-07 14:12:17.081514
1138547,Polis Evo Collection,2,3.4345,2024-04-07 14:12:17.081514
1043979,Bunshinsaba Films,6,2.919166666666666,2024-04-07 14:12:17.081514
934381,Comic 8 - Collection,3,2.298666666666666,2024-04-07 14:12:17.081514
1139100,The Jungle Bunch Collection,3,9.510666666666664,2024-04-07 14:12:17.081514
1062381,爸爸去哪儿（系列）,2,0.75,2024-04-07 14:12:17.081514
1202764,Kamen Rider Movie War Series,5,7.2012,2024-04-07 14:12:17.081514
1036292,Agnee trilogy,2,1.7035,2024-04-07 14:12:17.081514
717062,Gatao Collection,2,6.234999999999999,2024-04-07 14:12:17.081514
1166971,City of Mice,2,0.8839999999999999,2024-04-07 14:12:17.081514
741052,The Lion Men Series,2,2.228,2024-04-07 14:12:17.081514
507847,Siblings Are Forever Collection,2,1.29,2024-04-07 14:12:17.081514
624580,3 Little Pigs collection,2,1.441,2024-04-07 14:12:17.081514
571332,Balala the Fairies series,3,1.271,2024-04-07 14:12:17.081514
