week_end_date,movie_id,rank,domestic_gross,domestic_theaters_count
2022-03-10,614917,38,7157,53
2022-03-10,776511,40,4986,8
2022-03-17,673392,8,1860000,800
2022-03-17,860852,13,320100,428
2022-03-17,718032,17,284685,416
2022-03-17,777270,21,150795,591
2022-03-17,821489,28,51391,27
2022-03-17,438631,29,41321,185
2022-03-17,614917,32,28873,168
2022-03-17,776511,41,5311,11
2022-03-17,782648,43,3150,14
2022-03-17,821510,45,2798,6
2022-03-24,760104,4,6068497,2865
2022-03-24,900783,10,1485000,230
2022-03-24,751237,11,1240586,805
2022-03-24,718032,15,278690,507
2022-03-24,714676,16,245953,169
2022-03-24,777270,21,189525,696
2022-03-24,438631,28,72451,416
2022-03-24,614917,30,47881,388
2022-03-24,860852,33,38000,185
2022-03-24,821489,36,21258,25
2022-03-24,632221,49,2694,17
2022-03-24,776511,55,922,4
2022-03-24,782648,60,300,2
2022-03-24,821510,62,110,1
2022-03-31,752623,1,39780572,4253
2022-03-31,579974,3,9500000,1200
2022-03-31,760104,6,3302753,2920
2022-03-31,811631,10,1113005,1525
2022-03-31,545611,13,747080,10
2022-03-31,751237,14,663186,805
2022-03-31,718032,17,170950,462
2022-03-31,777270,21,135630,696
2022-03-31,714676,22,99032,117
2022-03-31,438631,29,54099,460
2022-03-31,614917,31,41228,454
2022-03-31,771536,32,35028,53
2022-03-31,860852,33,26700,20
2022-03-31,869724,39,8334,6
2022-03-31,821489,41,7756,5
2022-03-31,632221,50,2184,6
2022-03-31,776511,56,517,2
2022-04-07,526896,1,46877221,4268
2022-04-07,752623,2,19908587,4283
2022-04-07,579974,4,5000000,1200
2022-04-07,545611,9,1640098,38
2022-04-07,760104,10,1553576,1799
2022-04-07,628900,12,822510,489
2022-04-07,811631,13,458919,1509
2022-04-07,751237,18,167723,338
2022-04-07,718032,23,52363,66
2022-04-07,714676,26,27544,38
2022-04-07,438631,35,12620,36
2022-04-07,771536,37,9679,35
2022-04-07,614917,39,4111,20
2022-04-07,632221,44,2295,4
2022-04-07,869724,46,1992,3
2022-04-07,860852,47,1970,8
2022-04-14,675353,1,89612388,4234
2022-04-14,526896,2,13540910,4268
2022-04-14,752623,3,12386600,3797
2022-04-14,763285,4,11609040,3412
2022-04-14,545611,5,9121763,1250
2022-04-14,760104,12,563524,702
2022-04-14,628900,14,212755,371
2022-04-14,751237,24,29275,105
2022-04-14,811631,25,24540,93
2022-04-14,860852,37,2006,7
2022-04-14,771536,45,333,4
2022-04-14,632221,49,198,1
2022-04-21,675353,2,40992036,4258
2022-04-21,545611,3,10009949,2220
2022-04-21,752623,4,8944150,3430
2022-04-21,526896,6,6509973,3462
2022-04-21,763285,7,5790005,3412
2022-04-21,760104,14,191400,178
2022-04-21,698128,15,185212,157
2022-04-21,751237,24,20255,27
2022-04-21,811631,31,4079,13
2022-04-21,632221,42,558,1
2022-04-28,629542,1,28344400,4008
2022-04-28,675353,2,18971086,3809
2022-04-28,545611,6,8430773,2133
2022-04-28,752623,7,5865003,2828
2022-04-28,526896,9,3029243,2306
2022-04-28,763285,10,2491330,1966
2022-04-28,760104,21,59767,71
2022-04-28,632221,43,1530,4
2022-05-05,629542,1,19458085,4042
2022-05-05,675353,2,14125961,3801
2022-05-05,545611,5,8292936,2213
2022-05-05,752623,7,5004352,2595
2022-05-05,954282,8,4272665,2555
2022-05-05,526896,10,1975416,1726
2022-05-05,763285,11,1526545,1437
2022-05-05,517302,18,169717,190
2022-05-05,760104,30,25792,71
2022-05-12,629542,2,11581625,3839
2022-05-12,675353,3,7447904,3358
2022-05-12,545611,5,5558261,1542
2022-05-12,752623,7,3530564,1897
2022-05-12,954282,9,2011816,2433
2022-05-12,526896,11,768074,1726
2022-05-12,763285,13,381670,424
2022-05-12,517302,31,10696,23
2022-05-19,629542,2,8881265,3788
2022-05-19,675353,3,5912511,3116
2022-05-19,545611,4,5326696,1726
2022-05-19,752623,8,2347195,1675
2022-05-19,954282,12,673634,785
2022-05-19,526896,14,357070,313
2022-05-19,763285,16,301980,279
2022-05-19,517302,43,1702,23
2022-05-26,629542,3,8477525,3705
2022-05-26,675353,4,5557440,2943
2022-05-26,752623,7,2169977,1396
2022-05-26,545611,8,1523203,1576
2022-05-26,954282,16,370928,370
2022-05-26,526896,17,216140,207
2022-05-26,763285,18,208545,201
2022-05-26,963675,29,21348,28
2022-05-26,517302,53,810,3
2022-06-02,629542,5,7208425,2944
2022-06-02,545611,6,4227401,1187
2022-06-02,675353,7,3924797,2329
2022-06-02,752623,8,2695149,1027
2022-06-02,526896,26,44342,83
2022-06-09,629542,5,5326120,2872
2022-06-09,545611,6,3219527,1434
2022-06-09,675353,7,2582561,2092
2022-06-09,743563,8,1770000,465
2022-06-09,752623,9,1769184,811
2022-06-09,807356,11,1239787,764
2022-06-09,526896,14,474683,1037
2022-06-09,973531,16,214176,69
2022-06-09,1020225,25,83318,91
2022-06-09,671109,36,14081,2
2022-06-09,1233915,52,2022,1
2022-06-16,507086,1,191136690,4676
2022-06-16,629542,4,3981560,2416
2022-06-16,545611,7,2199985,1434
2022-06-16,675353,8,1122924,1067
2022-06-16,752623,10,706233,353
2022-06-16,807356,13,536706,656
2022-06-16,973531,19,110733,64
2022-06-16,1020225,20,80263,1241
2022-06-16,526896,21,65231,75
2022-06-16,671109,27,33753,28
2022-06-16,846867,32,15113,2
2022-06-23,507086,1,85199130,4697
2022-06-23,718789,2,71101257,4255
2022-06-23,629542,6,1789020,1477
2022-06-23,545611,7,1594545,679
2022-06-23,675353,9,384300,439
2022-06-23,913814,10,343890,279
2022-06-23,752623,11,236463,135
2022-06-23,807356,15,134313,129
2022-06-23,880841,18,96761,54
2022-06-23,615173,20,79011,12
2022-06-23,973531,21,75281,41
2022-06-23,846867,22,69725,26
2022-06-23,671109,23,42453,31
2022-06-23,693841,28,30190,170
2022-06-23,1020225,30,25216,56
2022-06-23,869624,35,15702,23
2022-06-23,526896,42,7227,24
2022-06-30,614934,1,48320011,3906
2022-06-30,507086,3,39829115,4233
2022-06-30,756999,4,35164325,3150
2022-06-30,718789,5,27687406,4255
2022-06-30,545611,7,908083,524
2022-06-30,629542,8,807310,1033
2022-06-30,869626,13,223012,6
2022-06-30,675353,14,174610,234
2022-06-30,913814,15,86745,279
2022-06-30,846867,18,48231,27
2022-06-30,973531,19,44230,30
2022-06-30,615173,22,37061,8
2022-06-30,807356,23,36378,56
2022-06-30,671109,24,29727,42
2022-06-30,848818,33,8150,19
2022-06-30,859324,34,6574,3
2022-06-30,1020225,35,5971,22
2022-06-30,869624,36,5188,11
2022-06-30,693841,46,991,21
2022-07-07,438148,1,164528580,4391
2022-07-07,614934,3,31802691,3932
2022-07-07,507086,4,25750895,3801
2022-07-07,756999,5,19488085,3156
2022-07-07,718789,6,10633537,3800
2022-07-07,545611,8,928376,607
2022-07-07,869626,10,400404,22
2022-07-07,629542,14,282640,535
2022-07-07,675353,18,64386,114
2022-07-07,846867,19,63668,37
2022-07-07,615173,24,23875,8
2022-07-07,671109,26,19204,33
2022-07-07,973531,28,18165,16
2022-07-07,807356,32,9547,12
2022-07-07,859324,37,4818,20
2022-07-07,1020225,43,3126,4
2022-07-07,848818,45,1995,6
2022-07-07,869624,46,1967,3
2022-07-14,438148,2,72038925,4427
2022-07-14,614934,4,18477709,3714
2022-07-14,507086,5,12843170,3251
2022-07-14,756999,6,12083765,2559
2022-07-14,718789,7,4776550,2090
2022-07-14,869626,8,497031,48
2022-07-14,545611,10,391951,286
2022-07-14,629542,11,330785,318
2022-07-14,846867,22,32729,26
2022-07-14,671109,30,10371,23
2022-07-14,973531,32,9440,4
2022-07-14,848818,34,6538,17
2022-07-14,807356,36,4476,5
2022-07-14,869624,37,4361,6
2022-07-14,859324,42,3060,17
2022-07-14,1020225,45,1827,4
2022-07-21,438148,2,43579085,4114
2022-07-21,614934,5,13475862,3305
2022-07-21,756999,7,8368725,2277
2022-07-21,507086,8,7792635,2660
2022-07-21,718789,10,2236778,1350
2022-07-21,869626,11,907027,153
2022-07-21,545611,12,241071,170
2022-07-21,629542,14,159985,275
2022-07-21,846867,29,18545,19
2022-07-21,973531,34,8215,8
2022-07-21,671109,39,4025,7
2022-07-21,848818,44,2124,9
2022-07-21,1020225,48,1372,6
2022-07-21,869624,55,476,2
2022-07-28,438148,3,29384035,3816
2022-07-28,614934,6,11094434,3105
2022-07-28,756999,8,5514345,2055
2022-07-28,507086,9,4861210,2167
2022-07-28,869626,11,1471471,590
2022-07-28,718789,12,1155182,830
2022-07-28,545611,14,173889,170
2022-07-28,629542,19,42535,268
2022-07-28,846867,23,26694,21
2022-07-28,671109,37,4537,6
2022-07-28,848818,56,415,5
2022-07-28,869624,57,405,2
2022-08-04,438148,4,17937060,3579
2022-08-04,614934,7,9346034,2901
2022-08-04,756999,8,3818290,1638
2022-08-04,507086,9,3259185,1747
2022-08-04,545611,13,1165837,1490
2022-08-04,869626,14,1096249,821
2022-08-04,718789,15,424442,470
2022-08-04,629542,19,42160,173
2022-08-04,846867,23,16575,16
2022-08-04,671109,39,2359,5
2022-08-11,438148,5,11342610,3188
2022-08-11,614934,9,6188904,2411
2022-08-11,756999,10,2280905,1197
2022-08-11,507086,11,1771720,1232
2022-08-11,869626,14,594976,498
2022-08-11,545611,18,250648,347
2022-08-11,718789,20,150277,280
2022-08-11,846867,28,15526,14
2022-08-11,671109,43,1743,2
2022-08-18,438148,6,7706695,3068
2022-08-18,614934,9,4165320,2211
2022-08-18,756999,15,1445045,926
2022-08-18,507086,17,929745,880
2022-08-18,869626,20,325366,276
2022-08-18,545611,25,116882,111
2022-08-18,718789,28,75146,110
2022-08-18,846867,42,4573,9
2022-08-18,671109,58,1322,4
2022-08-25,1089163,2,15190985,3743
2022-08-25,438148,7,5523645,2654
2022-08-25,614934,11,2998790,1741
2022-08-25,756999,15,767810,649
2022-08-25,507086,17,710195,742
2022-08-25,869626,22,250248,202
2022-08-25,545611,27,62253,72
2022-08-25,718789,28,39559,55
2022-08-25,846867,42,4956,8
2022-08-25,671109,50,1486,4
2022-09-01,1089163,4,6588590,3754
2022-09-01,438148,8,3696430,2494
2022-09-01,614934,12,2180563,1843
2022-09-01,507086,17,987085,1521
2022-09-01,756999,20,381545,391
2022-09-01,869626,24,162068,169
2022-09-01,545611,30,46345,39
2022-09-01,718789,36,14755,45
2022-09-01,846867,49,2316,5
2022-09-01,671109,59,336,2
2022-09-08,1089163,6,5796205,3217
2022-09-08,438148,7,4944350,2457
2022-09-08,848331,14,2034225,1882
2022-09-08,614934,15,1737175,1431
2022-09-08,829503,16,1551935,1184
2022-09-08,507086,22,631355,770
2022-09-08,756999,24,338005,253
2022-09-08,869626,27,178845,161
2022-09-08,545611,31,67754,46
2022-09-08,718789,41,12299,40
2022-09-08,715370,45,6561,24
2022-09-08,846867,51,2513,6
2022-09-08,671109,65,134,1
2022-09-15,913290,1,14615433,2340
2022-09-15,975407,5,3589809,1531
2022-09-15,1089163,8,2370380,2793
2022-09-15,438148,9,2098125,2274
2022-09-15,551271,15,1148993,1311
2022-09-15,614934,18,683723,1104
2022-09-15,829503,19,560052,1220
2022-09-15,848331,20,527045,1870
2022-09-15,507086,25,211330,448
2022-09-15,756999,27,139955,185
2022-09-15,869626,28,126331,161
2022-09-15,994318,32,85403,445
2022-09-15,891023,34,60453,63
2022-09-15,545611,36,43251,46
2022-09-15,1022785,39,21576,15
2022-09-15,828613,49,8688,13
2022-09-15,671109,63,1427,2
2022-09-15,715370,64,1225,10
2022-09-15,846867,66,942,3
2022-09-22,724495,1,25153724,3765
2022-09-22,913290,2,9014828,2340
2022-09-22,949423,3,4732700,2935
2022-09-22,766475,4,4205039,2404
2022-09-22,438148,9,1727690,1970
2022-09-22,957457,10,1678526,170
2022-09-22,717728,12,1202013,996
2022-09-22,1089163,13,1105640,1664
2022-09-22,975407,14,1085654,1052
2022-09-22,635891,16,971512,0
2022-09-22,942624,17,804028,1080
2022-09-22,724665,21,413765,516
2022-09-22,879990,22,409494,785
2022-09-22,614934,23,331486,612
2022-09-22,551271,27,225332,859
2022-09-22,812025,30,153655,279
2022-09-22,829503,33,102733,304
2022-09-22,756999,34,96430,125
2022-09-22,507086,35,95620,205
2022-09-22,869626,38,47478,116
2022-09-22,545611,43,24037,43
2022-09-22,921629,44,16714,2
2022-09-22,1023189,52,2855,1
2022-09-22,987123,54,2672,2
2022-09-22,1022785,56,2191,7
2022-09-22,994318,66,800,20
2022-09-22,846867,69,513,2
2022-09-22,715370,73,338,1
2022-09-29,619730,1,25504643,4113
2022-09-29,724495,2,14559432,3765
2022-09-29,913290,4,6660019,2890
2022-09-29,949423,5,2798629,2982
2022-09-29,766475,6,2734017,2502
2022-09-29,438148,11,1377855,1642
2022-09-29,957457,12,1287317,733
2022-09-29,1011098,13,643828,811
2022-09-29,717728,16,507806,461
2022-09-29,1089163,17,483090,750
2022-09-29,772071,20,360896,315
2022-09-29,942624,21,355914,697
2022-09-29,975407,22,345651,511
2022-09-29,635891,25,227573,0
2022-09-29,655322,26,214329,603
2022-09-29,614934,28,142902,262
2022-09-29,891023,29,133765,59
2022-09-29,724665,31,125077,242
2022-09-29,879990,32,72898,320
2022-09-29,812025,34,51480,279
2022-09-29,829503,38,39746,135
2022-09-29,869626,39,34948,25
2022-09-29,945778,40,32643,19
2022-09-29,911988,41,30310,8
2022-09-29,545611,43,24907,28
2022-09-29,921629,48,8258,3
2022-09-29,865368,54,3927,6
2022-09-29,846867,66,875,3
2022-09-29,1023189,72,387,1
2022-09-29,1022785,73,380,1
2022-10-06,882598,1,32294662,3645
2022-10-06,619730,2,9471092,4121
2022-10-06,724495,3,9116483,3504
2022-10-06,614939,5,6744410,3350
2022-10-06,913290,6,4059923,2720
2022-10-06,660046,7,4018000,500
2022-10-06,766475,11,1459155,1650
2022-10-06,851783,12,1312074,558
2022-10-06,438148,13,1284095,1414
2022-10-06,633657,14,1234043,1061
2022-10-06,949423,15,1108121,1638
2022-10-06,957457,16,682362,690
2022-10-06,635891,19,359650,0
2022-10-06,1026649,20,354400,235
2022-10-06,1089163,22,214990,408
2022-10-06,942624,24,165543,377
2022-10-06,772071,25,132490,188
2022-10-06,975407,27,96132,501
2022-10-06,614934,31,71930,133
2022-10-06,911988,33,34596,75
2022-10-06,655322,36,21824,145
2022-10-06,869626,38,18248,21
2022-10-06,829503,40,13976,56
2022-10-06,891023,43,11388,28
2022-10-06,973488,44,10315,74
2022-10-06,879990,48,8711,38
2022-10-06,545611,49,8209,28
2022-10-06,921629,54,4364,12
2022-10-06,671109,58,2713,4
2022-10-06,846867,73,157,1
2022-10-13,882598,1,26473237,3659
2022-10-13,664469,3,9068234,3005
2022-10-13,724495,4,7216578,3342
2022-10-13,619730,5,5242719,3324
2022-10-13,913290,7,3200574,2160
2022-10-13,614939,8,3171325,3356
2022-10-13,438148,13,767120,1031
2022-10-13,766475,15,612209,775
2022-10-13,633657,16,604489,989
2022-10-13,949423,17,472082,588
2022-10-13,497828,18,320475,10
2022-10-13,717728,19,304116,273
2022-10-13,957457,20,280510,290
2022-10-13,851783,21,277288,232
2022-10-13,660046,22,264000,500
2022-10-13,817758,23,224846,4
2022-10-13,635891,24,158923,0
2022-10-13,1089163,28,96650,150
2022-10-13,942624,29,82511,217
2022-10-13,772071,31,56530,59
2022-10-13,975407,33,45650,105
2022-10-13,1026649,35,41600,98
2022-10-13,614934,38,22514,64
2022-10-13,829503,43,7081,20
2022-10-13,891023,45,6346,17
2022-10-13,911988,54,3586,12
2022-10-13,879990,55,1800,12
2022-10-13,846867,59,1082,2
2022-10-20,882598,2,17191862,3612
2022-10-20,724495,4,4909871,2565
2022-10-20,664469,5,4037331,3005
2022-10-20,619730,6,3174168,2734
2022-10-20,913290,7,2006410,1805
2022-10-20,614939,9,1345330,2201
2022-10-20,438148,11,622320,1215
2022-10-20,497828,13,499400,31
2022-10-20,817758,14,480435,36
2022-10-20,766475,16,401016,525
2022-10-20,635891,18,329910,0
2022-10-20,633657,20,283748,385
2022-10-20,949423,21,206988,263
2022-10-20,957457,22,182756,198
2022-10-20,942624,25,56015,142
2022-10-20,772071,27,28783,34
2022-10-20,975407,29,17641,58
2022-10-20,973488,32,8640,74
2022-10-20,891023,36,5079,12
2022-10-20,911988,37,4249,4
2022-10-20,829503,39,3315,11
2022-10-20,1026649,40,3270,15
2022-10-20,671109,42,2713,2
2022-10-20,879990,55,776,4
2022-10-20,846867,57,156,2
2022-10-27,800939,2,23731570,3543
2022-10-27,882598,3,11377469,3296
2022-10-27,724495,6,2518152,1858
2022-10-27,664469,8,1257219,1750
2022-10-27,619730,9,1197690,1306
2022-10-27,497828,10,912341,280
2022-10-27,913290,11,787423,785
2022-10-27,817758,12,762542,141
2022-10-27,614939,15,316645,632
2022-10-27,438148,16,307370,765
2022-10-27,635891,17,268331,0
2022-10-27,766475,21,135106,280
2022-10-27,949423,24,74422,99
2022-10-27,957457,25,68839,86
2022-10-27,633657,26,60724,132
2022-10-27,942624,29,14940,56
2022-10-27,772071,35,6836,13
2022-10-27,973488,37,3365,74
2022-10-27,829503,39,1976,8
2022-10-27,911988,41,1927,4
2022-10-27,891023,50,1163,0
2022-10-27,671109,57,175,1
2022-10-27,1026649,60,100,5
2022-10-27,846867,61,87,1
2022-11-03,800939,2,14492550,3692
2022-11-03,882598,4,7769845,3221
2022-11-03,817758,9,1603005,1087
2022-11-03,724495,10,1545127,1446
2022-11-03,497828,12,888943,610
2022-11-03,619730,14,413510,576
2022-11-03,664469,16,329688,535
2022-11-03,629542,17,313160,1478
2022-11-03,913290,18,312665,465
2022-11-03,438148,20,190455,531
2022-11-03,635891,21,122241,0
2022-11-03,614939,25,50455,101
2022-11-03,766475,26,39695,160
2022-11-03,949423,28,30503,49
2022-11-03,957457,31,19999,52
2022-11-03,633657,34,14448,33
2022-11-03,942624,37,8652,22
2022-11-03,1179899,38,7505,1
2022-11-03,772071,43,2493,6
2022-11-03,973488,46,1974,74
2022-11-03,911988,50,1185,4
2022-11-03,891023,59,126,0
2022-11-03,846867,61,66,2
2022-11-10,800939,2,12188325,4066
2022-11-10,882598,4,5339442,3046
2022-11-10,724495,11,1208160,1075
2022-11-10,817758,13,1109645,1090
2022-11-10,497828,15,647678,487
2022-11-10,635891,16,335024,0
2022-11-10,619730,17,216424,267
2022-11-10,438148,18,204565,442
2022-11-10,664469,21,161705,370
2022-11-10,629542,22,151540,564
2022-11-10,913290,23,101628,160
2022-11-10,942624,30,17361,17
2022-11-10,633657,32,12194,25
2022-11-10,973488,35,7153,74
2022-11-10,1179899,37,6163,1
2022-11-10,891023,43,2861,0
2022-11-10,671109,49,1142,1
2022-11-10,911988,55,410,1
2022-11-17,505642,1,220692647,4396
2022-11-17,800939,3,7943790,3640
2022-11-17,882598,5,2982879,2271
2022-11-17,817758,10,560990,368
2022-11-17,497828,12,377584,184
2022-11-17,724495,13,375394,513
2022-11-17,635891,15,227952,5
2022-11-17,804095,16,219922,4
2022-11-17,900222,20,137000,200
2022-11-17,438148,21,115635,217
2022-11-17,664469,22,67957,170
2022-11-17,619730,23,64447,116
2022-11-17,629542,25,55490,128
2022-11-17,913290,26,54927,45
2022-11-17,973488,30,11719,74
2022-11-17,1179899,36,4991,1
2022-11-17,633657,37,4845,17
2022-11-17,942624,38,3733,8
2022-11-17,671109,49,986,1
2022-11-17,911988,51,499,1
2022-11-17,891023,54,135,0
2022-11-24,505642,1,101194901,4396
2022-11-24,593643,2,13465649,3228
2022-11-24,877269,5,6703772,4174
2022-11-24,800939,6,4867155,3268
2022-11-24,837881,8,3193130,2023
2022-11-24,653851,9,3101267,3405
2022-11-24,882598,11,1614814,1569
2022-11-24,791177,12,1504537,2727
2022-11-24,804095,15,982204,638
2022-11-24,817758,17,268285,205
2022-11-24,497828,18,239362,128
2022-11-24,724495,19,236007,525
2022-11-24,438148,21,123565,186
2022-11-24,837938,23,84800,32
2022-11-24,635891,25,51857,2
2022-11-24,785398,29,33852,2
2022-11-24,913290,30,29114,35
2022-11-24,664469,31,25835,160
2022-11-24,619730,32,20947,53
2022-11-24,876327,33,18757,4
2022-11-24,934293,34,13680,24
2022-11-24,948212,36,9448,1
2022-11-24,1004663,37,9379,3
2022-11-24,633657,41,5269,13
2022-11-24,965233,42,4987,5
2022-11-24,973488,44,3586,74
2022-11-24,942624,45,3283,6
2022-11-24,1179899,51,797,1
2022-11-24,891023,52,711,0
2022-11-24,671109,53,631,1
2022-12-01,505642,1,54243529,4290
2022-12-01,877269,2,13894964,4174
2022-12-01,653851,4,7898740,3405
2022-12-01,593643,5,7703083,3228
2022-12-01,791177,7,3345197,2727
2022-12-01,804095,8,3063320,638
2022-12-01,800939,9,2450785,2238
2022-12-01,837881,11,1704500,2023
2022-12-01,882598,14,530763,594
2022-12-01,724495,17,218594,525
2022-12-01,817758,18,153715,100
2022-12-01,497828,19,148423,77
2022-12-01,837938,21,100272,32
2022-12-01,1004663,23,42815,3
2022-12-01,913689,29,5999,1
2022-12-01,934293,30,5211,12
2022-12-01,973488,32,4492,74
2022-12-01,948212,33,4475,2
2022-12-01,619730,34,3763,24
2022-12-01,965233,36,2585,2
2022-12-01,891023,46,354,0
2022-12-01,635891,49,95,1
2022-12-08,505642,1,22579701,3855
2022-12-08,899112,2,17994315,3682
2022-12-08,877269,3,6254956,4174
2022-12-08,593643,4,5159026,2810
2022-12-08,653851,5,3972412,3405
2022-12-08,804095,8,1884520,638
2022-12-08,791177,9,1853771,2727
2022-12-08,800939,10,1240030,1715
2022-12-08,837881,12,619385,1117
2022-12-08,882598,21,216721,366
2022-12-08,817758,22,142195,97
2022-12-08,837938,23,138510,138
2022-12-08,635891,27,65884,2
2022-12-08,724495,28,64526,168
2022-12-08,1004663,29,58014,10
2022-12-08,785398,30,46506,6
2022-12-08,973488,38,12195,74
2022-12-08,913689,39,9276,8
2022-12-08,965233,52,1122,2
2022-12-08,934293,54,671,2
2022-12-08,948212,57,417,1
2022-12-08,891023,59,210,0
2022-12-15,505642,1,14880407,3725
2022-12-15,899112,2,11967770,3723
2022-12-15,877269,3,4724368,3560
2022-12-15,593643,4,4094741,2710
2022-12-15,653851,5,2863535,3458
2022-12-15,804095,6,1765960,973
2022-12-15,791177,9,950368,1707
2022-12-15,800939,11,856930,1394
2022-12-15,837881,19,256160,478
2022-12-15,882598,24,143354,278
2022-12-15,817758,25,107655,80
2022-12-15,785398,29,74682,14
2022-12-15,1004663,30,73418,35
2022-12-15,837938,31,62045,144
2022-12-15,724495,33,37560,80
2022-12-15,973488,36,18684,74
2022-12-15,913689,43,4917,8
2022-12-15,934293,49,1134,2
2022-12-15,1179899,51,1053,1
2022-12-15,948212,56,146,1
2022-12-22,505642,2,9064216,3380
2022-12-22,899112,3,8506375,3528
2022-12-22,877269,5,3611182,2870
2022-12-22,593643,6,2757344,1875
2022-12-22,804095,8,1258530,955
2022-12-22,653851,9,1247121,2211
2022-12-22,800939,15,267435,531
2022-12-22,791177,17,181034,217
2022-12-22,817758,21,75220,63
2022-12-22,1004663,22,57054,48
2022-12-22,837881,23,52820,121
2022-12-22,497828,26,42298,25
2022-12-22,724495,28,12878,42
2022-12-22,973488,32,3555,74
2022-12-22,913689,35,2683,8
2022-12-22,1179899,36,2499,3
2022-12-22,948212,45,536,1
2022-12-29,696157,3,10596629,3625
2022-12-29,505642,4,10490252,2250
2022-12-29,615777,5,7409502,3343
2022-12-29,899112,6,6921835,2562
2022-12-29,804095,8,1900764,1122
2022-12-29,593643,9,1879056,840
2022-12-29,877269,10,1302048,1390
2022-12-29,507086,11,842000,0
2022-12-29,653851,12,548308,427
2022-12-29,763285,13,472000,0
2022-12-29,756999,16,236000,0
2022-12-29,438148,17,195000,0
2022-12-29,800939,22,114660,105
2022-12-29,777245,23,106520,8
2022-12-29,785398,25,102394,36
2022-12-29,817758,27,60227,36
2022-12-29,1004663,33,34271,25
2022-12-29,497828,34,29473,14
2022-12-29,724495,41,4354,16
2022-12-29,913689,45,302,1
2022-12-29,973488,46,255,74
2022-12-29,948212,47,96,1
2023-01-05,1215629,43,14756,16
2023-01-12,536554,2,38533510,3509
2023-01-12,937278,4,6137646,637
2023-01-12,505642,5,4872756,2255
2023-01-12,696157,6,3429996,3184
2023-01-12,615777,8,2113783,2381
2023-01-12,593643,9,964047,780
2023-01-12,804095,10,925735,998
2023-01-12,899112,11,918270,1981
2023-01-12,877269,14,256260,575
2023-01-12,653851,15,231881,292
2023-01-12,777245,16,216362,29
2023-01-12,817758,19,91090,52
2023-01-12,497828,25,32402,14
2023-01-12,965405,26,27688,4
2023-01-12,1004663,27,26811,24
2023-01-12,724495,36,2423,10
2023-01-12,913689,37,1594,3
2023-01-12,973488,40,683,74
2023-01-12,948212,41,191,1
2023-01-19,536554,2,24954000,3605
2023-01-19,937278,4,20123123,3802
2023-01-19,505642,7,3568380,1910
2023-01-19,696157,9,1775671,2205
2023-01-19,804095,11,851870,808
2023-01-19,615777,12,804429,678
2023-01-19,593643,15,407209,350
2023-01-19,777245,16,329542,61
2023-01-19,877269,18,164513,610
